"Resp_Day","ID_fish","chamber_ch","Temp_class","RMR","RMR_var","RMR_perc","time_start","time_end","mass","length","volume_net","SMR","MMR","log_mass","Month","resid","SMR_mass","SMR_resid","RMR_mass","RMR_resid","MMR_mass","MMR_resid","Rack","Bin","TagID","Final_Mass_g","Final_Length_mm","Gonad_mass_g","Sex","Fat_mass_g","Ventricle_mass_g","Otolith_age_y","mass_prev","SGR","Period_start","Period_end","SMR_prev","SMR_mass_prev","RMR_prev","RMR_mass_prev","MMR_prev","MMR_mass_prev","Overall_SGR","SGR_predict","SGR_resid","time","Month_int","GutRatio_1","GutRatio_2"
13,88,"B2",23,0.717594845237298,0.0771933553576968,10.7572338165515,2023-05-22 17:53:00,2023-05-23 08:03:00,2.43,77,707.57,0.555516841749933,1.24897665833981,0.385606273598312,"May",0.0438892521138804,0.7017203995153,0.00465999377050496,0.839718593743814,-0.0452261253916691,2.03921270638084,0.0438892521138804,3,6,"BR",3.575,89,0.033,"F",0.044,"0.004",NA,2.18,0.434265522205838,2023-04-27,2023-05-22,0.25596901979259,0.564366433842006,0.468177417670936,0.694101478361974,0.992270620321999,1.71536074494603,0.272216973762187,0.655896732173822,-0.221631209967985,6,1,0.643459916,0.675296656
13,89,"C2",23,0.897912649225302,0.0836572545672081,9.3168588992911,2023-05-22 17:53:00,2023-05-23 08:03:00,2.31,78,707.69,0.670051136653414,1.57338245468955,0.363611979892144,"May",0.0511434981557866,0.810346013958787,0.0671663920004108,1.01618859793239,0.0376144224414158,2.07356080257708,0.0511434981557866,3,7,"YL",4.254,91,0.015,"F",0.15,"0.005",NA,2.24,0.123086634667015,2023-04-27,2023-05-22,0.387332282771075,0.75053938755735,0.554009298568076,0.92164043800035,1.13739184727248,1.38448165182161,0.444131112104325,0.742896362001875,-0.61980972733486,6,1,0.575481256,0.560619872
13,90,"C3",23,0.623326964185295,0.0199769902659535,3.20489749582131,2023-05-22 17:53:00,2023-05-23 08:03:00,1.65,68,708.35,0.460849217180774,1.48433806847506,0.217483944213906,"May",0.0260088378612895,0.856774395738683,0.0913623711570286,1.29245368904457,0.142055095295596,1.95696074570069,0.0260088378612895,3,7,"YR",5.381,98,0.093,"M",0.209,"0.002",1,1.23,1.17504447411265,2023-04-27,2023-05-22,0.275319496358984,0.507400516491066,0.521670878481286,0.721583244519299,0.969537694079751,1.9204598202049,0.959740070112768,1.23886265085185,-0.0638181767391997,6,1,0.641418984,0.595049505
13,94,"C1",23,0.75646523213652,0.0305731307517838,4.04157778215856,2023-05-22 17:53:00,2023-05-23 08:03:00,1.86,73,708.14,0.568372156794527,2.19327065465609,0.269512944217916,"May",-0.0742514274217133,0.635004830016412,-0.0387270795294868,0.828561205867566,-0.0510352998910794,1.55353788674797,-0.0742514274217133,3,7,"RR",3.128,82,0.123,"M",0.042,"",1,1.99,-0.270232604045164,2023-04-27,2023-05-22,0.257640774075335,0.623506496263718,0.361186675604637,0.835700727360037,0.842977500812176,1.60909213596638,0.312082590193796,0.685280912762665,-0.955513516807829,6,1,0.566707466,0.668027211
13,95,"D2",23,1.14394392716467,0.0239927740313845,2.09737325944392,2023-05-22 17:53:00,2023-05-23 08:03:00,2.59,83,707.41,0.945589896545491,1.35837276459977,0.413299764081252,"May",-0.00766226124793141,0.629049372788933,-0.04281937453196,0.841568097242351,-0.0442706316118376,1.81096899600425,-0.00766226124793141,3,7,"BL",4.14,94,0.7,"F",0.105,"0.002",1,2.83,-0.3544753437748,2023-04-27,2023-05-22,0.34349495281084,0.504480850919731,0.577891345084364,0.781179257600656,0.668486375549546,2.02830880881247,0.123855342346897,0.431363366892421,-0.785838710667221,6,1,0.640798226,0.668888889
13,96,"C4",23,1.10287204989287,0.037923015892771,3.43856895244147,2023-05-22 17:53:00,2023-05-23 08:03:00,2.27,78,707.73,0.767818220095398,1.50969271546477,0.356025857193123,"May",0.0779296436888512,0.680895031424779,-0.0084239431045184,0.794151666607602,-0.0694564435446126,2.20547896571598,0.0779296436888512,3,7,"BR",3.687,89,0.01,"I",0.054,"0.005",1,2.16,0.19868643918895,2023-04-27,2023-05-22,0.342964597042022,0.421672416095174,0.539186118241373,0.738378752867551,0.875229788997043,1.49929272757032,0.306995803047006,0.689379008536989,-0.490692569348038,6,1,0.565308255,0.591617934
14,98,"A3",23,1.03255782238043,0.0478493096218017,4.63405618403929,2023-05-23 16:16:00,2023-05-24 09:21:00,2.53,80,707.47,0.751390362050003,1.51443293597655,0.403120521175818,"May",0.0424759825723015,0.587281130944307,-0.072658060796219,0.778534524872188,-0.0780820186484741,2.03258754024413,0.0424759825723015,3,8,"YR",4.65,96,0.057,"F",0.145,"",NA,2.26,0.451417957820937,2023-04-28,2023-05-23,0.14178214105139,0.506029578083955,0.348267470906494,0.608487240002974,0.922975379866123,1.7476945394761,0.478928768198538,0.735637507656504,-0.284219549835567,7,1,0.57311535,0.605456453
14,99,"B1",23,0.434753030861324,0.0187861253494103,4.32110279074803,2023-05-23 16:16:00,2023-05-24 09:21:00,0.89,61,709.11,0.291488306275038,0.908734753935356,-0.0506099933550872,"May",-0.0234870022548379,0.62448633306263,-0.0459811699520124,0.810553378637339,-0.0605782747926998,1.74616900137689,-0.0234870022548379,3,8,"BrL",1.66,69,0.016,"M",0.002,"0.003",NA,0.91,-0.0888925471388409,2023-04-28,2023-05-23,0.0381632548397578,0.556200775923334,0.182229883702908,0.671906285865783,0.441551551872488,1.49629869685255,0.434825867295325,1.10120356116751,-1.19009610830635,7,1,0.611353712,0.585329341
14,100,"A4",23,1.071245308035,0.0552414388221887,5.15674966395129,2023-05-23 16:16:00,2023-05-24 09:21:00,2.2,87,707.8,0.802190221924183,1.45058171922425,0.342422680822206,"May",-0.0735915123400611,0.604731028822888,-0.0599418553133825,0.766579785079598,-0.0848025325876399,1.55590029848077,-0.0735915123400611,3,8,"BrR",3.708,94,0.035,"F",0.068,"",NA,2.26,-0.107629811679697,2023-04-28,2023-05-23,0.195182295391525,0.44896884149792,0.397240818572376,0.660072741808426,1.38926004374825,1.66136425591318,0.343848828923606,0.677318417791567,-0.784948229471263,7,1,0.595884004,0.580046404
14,102,"A1",23,0.664984841603223,0.0339758386460172,5.10926513213508,2023-05-23 16:16:00,2023-05-24 09:21:00,2.68,76,707.32,0.5325296093456,1.28386522206806,0.428134794028789,"May",0.133490360876017,0.69188300983956,-0.00147144217130208,0.98598343723506,0.0245097244373259,2.506476501051,0.133490360876017,3,8,"RR",4.55,94,0.056,"F",0.165,"",NA,1.97,1.23113300709147,2023-04-28,2023-05-23,0.143328482611627,0.46924042638646,0.267975201484832,0.578069506889671,0.730610532205452,1.61390865231712,0.584268907095224,0.858397823338225,0.372735183753248,7,1,0.676470588,0.659959759
14,103,"A2",23,0.483496466439142,0.0106481334840811,2.20231878063195,2023-05-23 16:16:00,2023-05-24 09:21:00,0.77,61,709.23,0.358123439696299,1.04960901989335,-0.113509274827518,"May",0.00827506855143411,0.659168527241122,-0.0225076448989746,0.815053867016786,-0.0581735829240122,1.87866067670461,0.00827506855143411,3,8,"BL",2.3,78,0.012,"I",0.077,"0.004",NA,0.66,0.616602719309033,2023-04-28,2023-05-23,0.0617796089839612,0.606255519986468,0.187256808432541,0.75169002726092,0.4328589393522,1.77086297099946,0.840867847984212,1.38031486941319,-0.763712150104155,7,1,0.549848943,0.602184087
14,104,"B2",23,0.586208382652514,0.0589993785064034,10.0645743480227,2023-05-23 16:16:00,2023-05-24 09:21:00,1.53,72,708.47,0.38616637705976,1.03398495568122,0.184691430817599,"May",0.0337678788161992,0.669797184600306,-0.0155607904829169,0.79251669244758,-0.0703514768425511,1.99223770496743,0.0337678788161992,3,8,"",NA,NA,NA,"",NA,"",NA,1.61,-0.20386577436811,2023-04-28,2023-05-23,0.080770712402092,0.73084069504253,0.292978669187779,0.977235532737113,0.607996705606355,1.94556665684643,-0.20386577436811,0.892640966586223,-1.09650674095433,7,1,NA,NA
14,105,"C2",23,1.12257665867221,0.082487157290074,7.34801999069178,2023-05-23 16:16:00,2023-05-24 09:21:00,2.68,80,707.32,0.834975727161568,1.45444670882133,0.428134794028789,"May",0.0456134043805525,0.63045198379309,-0.0418520925707429,0.825241797257151,-0.0527786789705011,2.04732448698632,0.0456134043805525,3,9,"YL",10.54,117,0.004,"I",0.888,"0.003",1,1.42,2.54063969163838,2023-04-28,2023-05-23,0.19341853468678,0.533577092271494,0.320178502484014,0.663281525507551,0.799870317724764,1.76076022421372,1.38717747705703,1.3823566792004,1.15828301243798,7,1,0.627627628,0.654752852
14,106,"D4",23,0.786616774899336,0.0536948372059304,6.8260478188762,2023-05-23 16:16:00,2023-05-24 09:21:00,1.27,67,708.73,0.509052377739499,1.75074743697448,0.103803720955957,"May",0.0196833232632319,0.788353208605653,0.0552167313513295,0.906510977223223,-0.0119868277214243,1.92866411369722,0.0196833232632319,3,9,"YR",3.92,91,0.018,"I",0.215,"0.004",1,0.97,1.07790443182083,2023-04-28,2023-05-23,0.173641263244373,0.624148467464819,0.234298663383159,0.790689005050333,0.574605627259255,1.71850538653284,0.932033319028013,1.25922746902697,-0.181323037206138,7,1,0.612474438,0.583529412
14,107,"C3",23,0.984604361278539,0.0608593034644677,6.18109220900058,2023-05-23 16:16:00,2023-05-24 09:21:00,2.42,79,707.58,0.703737223810116,2.07478450973215,0.383815365980431,"May",0.0863096388183162,0.739378405552659,0.0273626541288368,1.0708919969169,0.0603857777800334,2.24844834795689,0.0863096388183162,3,9,"BrL",5.998,103,0.006,"I",0.471,"",NA,1.88,1.00998305330695,2023-04-28,2023-05-23,0.277109440506584,0.561901610299188,0.536400096389561,0.742777760150638,0.996843353280725,1.12905637926817,0.771572340107349,0.938080866825436,0.071902186481513,7,1,0.601554908,0.630687831
14,108,"D2",23,0.822454785979759,0.0604965343090359,7.35560608805609,2023-05-23 16:16:00,2023-05-24 09:21:00,1.29,65,708.71,0.59471700496389,1.59008244927386,0.110589710299249,"May",-0.0772858960116697,0.590593052317456,-0.0702157745352739,0.857566034505956,-0.0360923235411611,1.54272096137961,-0.0772858960116697,3,9,"BrR",1.811,73,0.001,"I",0.021,"0.001",1,1.07,0.747934279599064,2023-04-28,2023-05-23,0.0893440345208135,0.415005108164244,0.3192435571969,0.494947869126933,0.902378779321813,0.882939038817172,0.395943108079915,1.01680365833234,-0.268869378733276,7,1,0.61517976,0.604719764
14,109,"C1",23,1.29095350257843,0.0893337963566789,6.91998559036032,2023-05-23 16:16:00,2023-05-24 09:21:00,2.89,81,707.11,0.935662927129974,2.18420528137423,0.460897842756548,"May",-0.0364167057161947,0.680607634210404,-0.00860729203114413,0.984518548133907,0.0238640073813134,1.69494874890969,-0.0364167057161947,3,9,"RL",7.28,108,0.043,"M",0.383,"0.005",1,1.72,2.07572884519592,2023-04-28,2023-05-23,0.20619429200928,0.507246166212698,0.314341253423149,0.65356160269302,1.31335116443411,1.82618232860513,1.03868550214159,1.20599318091923,0.869735664276687,7,1,0.693013409,0.632921811
14,110,"C4",23,0.561594312101065,0.0084031069939142,1.49629488989589,2023-05-23 16:16:00,2023-05-24 09:21:00,0.64,61,709.36,0.424139417077863,0.754233429898829,-0.193820026016113,"May",0.0537412507191142,0.629399685423327,-0.0425775866788959,0.841606968620629,-0.0442505723495116,2.08600107151172,0.0537412507191142,3,9,"RR",1.32,67,0.01,"I",0.009,"0.001",1,0.79,-0.842259076429399,2023-04-28,2023-05-23,0.134395266158237,0.529534966226564,0.209497520875201,0.727616750803415,0.57898518108219,1.2747542257449,0.336694492192603,1.068448523494,-1.9107075999234,7,1,0.56851312,0.695
14,111,"D3",23,0.752414772268654,0.0223596062484909,2.97171282018733,2023-05-23 16:16:00,2023-05-24 09:21:00,0.92,63,709.08,0.536074936985101,1.07716276066854,-0.0362121726544447,"May",-0.0806291680444327,0.58263261493699,-0.0761093160404229,0.927843403735503,-0.00188521060247012,1.53089043084303,-0.0806291680444327,3,9,"BL",5.39,99,0.035,"I",0.301,"0.007",1,0.76,0.764220947050837,2023-04-28,2023-05-23,0.0444300815471187,0.746145688720343,0.235511032124582,0.795365445182546,0.681185188937304,1.7677956904971,1.3597939959022,1.60793817398672,-0.843717226935887,7,1,0.632978723,0.62657614
15,114,"C2",23,0.523151678624253,0.0210826612014345,4.02993282118031,2023-05-24 15:02:00,2023-05-25 08:25:00,1.56,74,708.44,0.341066115665647,1.28659077970975,0.193124598354462,"May",-0.0617018136311538,0.574147187741741,-0.0824808662667461,0.673478405561443,-0.141036220145085,1.59908468101654,-0.0617018136311538,3,10,"YR",3.385,85,0.024,"F",0.105,"0.001",1,1.76,-0.482511951154459,2023-04-29,2023-05-24,0.236951025085704,0.519365023533421,0.508343820176678,0.686845078949193,1.17627502140732,1.32575819665359,0.399189561602549,0.778831894294579,-1.26134384544904,8,1,0.564324324,0.616504854
15,115,"C3",23,0.663382646956185,0.0296638926267715,4.47161118290915,2023-05-24 15:02:00,2023-05-25 08:25:00,2.68,81,707.32,0.461033855094755,1.71843333788121,0.428134794028789,"May",-0.0705273007623991,0.822487387373873,0.0736251386883827,1.33563967473686,0.15632941595688,1.56691693976764,-0.0705273007623991,3,10,"BrL",5.99,99,0.042,"M",0.293,"",NA,2.44,0.37527502087062,2023-04-29,2023-05-24,0.199323291384655,0.614137503585208,0.380731750855785,0.737151293087557,1.4522340091163,1.61354975395111,0.577706797063626,0.759616627812097,-0.384341606941478,8,1,0.600360036,0.589600743
15,116,"C1",23,0.854022374345586,0.0980211827647419,11.4775895467438,2023-05-24 15:02:00,2023-05-25 08:25:00,3.15,81,706.85,0.5269262380842,1.60854379861612,0.4983105537896,"May",0.0232423100307495,0.572157630842673,-0.0839884137119206,0.760690138942923,-0.0881521087913115,1.94453420298978,0.0232423100307495,3,10,"BrR",6.99,104,0.227,"F",0.437,"",NA,2.05,1.7182506387489,2023-04-29,2023-05-24,0.179120965408966,0.458438800716916,0.411597754596619,0.653965045639775,0.840966932543706,1.37644143305691,0.894880434927169,1.01070573794571,0.707544900803191,8,1,0.598654709,0.5328125
15,117,"C4",23,0.644751525719301,0.0157111896561614,2.43678208262224,2023-05-24 15:02:00,2023-05-25 08:25:00,1.98,72,708.02,0.507372824994098,1.1188921601318,0.296665190261531,"May",-0.027912004327218,0.533725677190029,-0.114186011266851,0.742187508352194,-0.0988462546633754,1.72846771538354,-0.027912004327218,3,10,"RL",3.109,85,0.012,"M",0.129,"0.006",1,1.53,1.0313164372084,2023-04-29,2023-05-24,0.111479009561379,0.624938242399009,0.265555090823081,0.974724696487298,0.985746077457034,1.62874655200218,0.534317206338512,0.968071908675856,0.0632445285325433,8,1,0.683195592,0.606060606
15,118,"D3",23,0.436216795124121,0.0133681253054875,3.06455997451536,2023-05-24 15:02:00,2023-05-25 08:25:00,0.89,65,709.11,0.299516850554532,1.12083482703329,-0.0506099933550872,"May",-0.0156727904626894,0.667445978061081,-0.0170879877893656,0.859878107777071,-0.0349230031012342,1.77787198271512,-0.0156727904626894,3,10,"",NA,NA,NA,"",NA,"",NA,1.99,-3.21867381996941,2023-04-29,2023-05-24,0.0960319521688967,0.549032555278451,0.222790080740942,0.635200702730767,1.03369065675994,1.44242910588263,-3.21867381996941,0.500871799694024,-3.71954561966343,8,1,NA,NA
15,119,"D2",23,0.802944846906975,0.0831374018491505,10.3540613243119,2023-05-24 15:02:00,2023-05-25 08:25:00,2.14,78,707.86,0.515963052158703,1.56713057238977,0.330413773349191,"May",-0.0877235279414737,0.768861234980532,0.0443438566787294,0.995544762548106,0.0287008967363787,1.50608592026487,-0.0877235279414737,3,10,"BL",6.86,106,0.022,"M",0.477,"0.004",1,2.12,0.0375589613993559,2023-04-29,2023-05-24,0.314216496685671,0.440978887867139,0.542332341411833,0.709360085764987,1.10736973323593,1.46600808060145,0.852206757546281,0.920201207944874,-0.882642246545518,8,1,0.519031142,0.580703336
15,121,"A3",23,0.669253995559322,0.0818377597763728,12.2282063789515,2023-05-24 15:02:00,2023-05-25 08:25:00,2.06,74,707.94,0.485530923630679,1.34328581226881,0.313867220369153,"May",-0.0383993880905633,0.662639659948326,-0.0202266827130707,1.0296305172965,0.0433215109822913,1.6872284442081,-0.0383993880905633,3,11,"YL",3.76,88,5e-04,"I",0.07,"",NA,1.85,0.430081374845025,2023-04-29,2023-05-24,0.287265817271921,0.412046270932908,0.452693117927549,0.674766890316408,1.29171500248208,2.1638659839999,0.489674339689505,0.823496891979656,-0.39341551713463,8,1,0.64091858,0.612810707
15,122,"B4",23,0.746672040536918,0.095066186645778,12.731986934641,2023-05-24 15:02:00,2023-05-25 08:25:00,2.64,75,707.36,0.408238936022598,1.62098845847856,0.421603926869831,"May",-0.116246511446049,0.720113762878079,0.0158970030809618,0.915777802978409,-0.00756978249139782,1.41034955229354,-0.116246511446049,3,11,"YR",3.04,NA,NA,"",NA,"",NA,1.91,1.29470270039875,2023-04-29,2023-05-24,0.0780413226089852,0.611221865197601,0.3174669893269,0.968911696642287,1.44604114823369,1.95012585732943,0.760344350591973,0.926079904673206,0.36862279572554,8,1,0.656376929,0.63697318
15,123,"B1",23,0.313584811762683,0.00558864633122848,1.78218016995603,2023-05-24 15:02:00,2023-05-25 08:25:00,0.58,51,709.42,0.197368458315241,0.500872743244929,-0.236572006437063,"May",-0.0771851778146018,0.435517437900057,-0.202498559568574,0.634064464425552,-0.167226480967576,1.54307877871081,-0.0771851778146018,3,11,"BrL",NA,NA,NA,"",NA,"",NA,0.42,1.2910935690522,2023-04-29,2023-05-24,0.109076713114097,0.395535120070018,0.202544073562924,0.595154691199078,0.573583691046478,1.17712335352437,1.02816750890595,1.70597737619707,-0.414883807144866,8,1,0.621293801,0.555555556
15,124,"B3",23,1.31944462962081,0.0460934050250557,3.49339441688449,2023-05-24 15:02:00,2023-05-25 08:25:00,3.57,82,706.43,1.05295051038203,1.96747862959364,0.552668216112193,"May",0.00892804830546048,0.631853849738669,-0.0408874723041547,0.810246251944902,-0.060742864451841,1.88148744544756,0.00892804830546048,3,11,"BrR",8.64,112,0.041,"M",0.354,"0.004",1,2.09,2.14160611925931,2023-04-29,2023-05-24,0.31083755830756,0.536939096364569,0.419371925063276,0.702381756199362,0.949694232488,1.55401041145587,1.03864901306905,1.06191263480467,1.07969348445465,8,1,0.669093851,0.5589701
15,125,"A4",23,0.929012669813384,0.0939225214777667,10.109929017075,2023-05-24 15:02:00,2023-05-25 08:25:00,2.09,75,707.91,0.666256666495684,1.28391926700342,0.320146286111054,"May",-0.00513272793960395,0.492278928558832,-0.149292861506002,0.589316627667697,-0.199011200231858,1.82154770052791,-0.00513272793960395,3,11,"RL",4.21,93,0.034,"F",0.237,"",NA,1.99,0.196117708961274,2023-04-29,2023-05-24,0.0906618219722955,0.426321755627372,0.353246289501304,0.711054670995893,1.2240540392727,1.79654942205572,0.565961033583834,0.817161789337161,-0.621044080375887,8,1,0.623130608,0.684162896
15,126,"A1",23,0.868022973448501,0.0192520222993729,2.21791621745771,2023-05-24 15:02:00,2023-05-25 08:25:00,2.88,80,707.12,0.719382038597567,1.87346276113061,0.459392487759231,"May",0.0310037183825308,0.403834335408754,-0.235300866779403,0.689522392979275,-0.130811520271671,1.97959794743557,0.0310037183825308,3,11,"RR",5.52,100,0.108,"F",0.209,"",NA,1.27,3.27509357470942,2023-04-29,2023-05-24,0.168974270059241,0.353919185477972,0.356338121593201,0.491375689071119,1.40804188473995,1.66151579082571,1.02913398225607,1.31481808172122,1.96027549298819,8,1,0.704663212,0.693516699
15,127,"B2",23,0.714537592067228,0.0829703854981165,11.6117593278858,2023-05-24 15:02:00,2023-05-25 08:25:00,2.18,72,707.82,0.452897070283113,1.29062585122905,0.338456493604605,"May",0.0739689361828781,0.388193880193482,-0.252455423661779,0.615873197616416,-0.179868590891285,2.18545673176814,0.0739689361828781,3,11,"BL",8.15,110,0.13,"M",0.473,"0.008",1,1.74,0.90175905429824,2023-04-29,2023-05-24,0.155269657625793,0.553676262942433,0.442845821616303,0.802784534128688,0.840070281528216,1.71574213037964,1.10806411459299,1.0996692816466,-0.197910227348363,8,1,0.637681159,0.616006467
15,128,"A2",23,1.01553829530485,0.0949766429183031,9.35234479658812,2023-05-24 15:02:00,2023-05-25 08:25:00,2.9,78,707.1,0.734562455010579,1.89879374579004,0.462397997898956,"May",-0.0384296644882382,0.551071916915965,-0.100295828613164,0.841727155641649,-0.0441885566636635,1.68711082489469,-0.0384296644882382,3,11,"BR",9.09,115,0.05,"F",0.962,"0.007",1.5,1.8,1.90769628836124,2023-04-29,2023-05-24,0.255967912615278,0.412992947527666,0.415866699717414,0.609528367779506,0.823734877503744,2.39552227564789,1.17077524689079,1.21931977914069,0.68837650922055,8,1,0.655030801,0.643114636
16,129,"C3",23,0.642143706885123,0.0258590839342587,4.02699328156536,2023-05-25 13:33:00,2023-05-26 09:08:00,2.13,76,707.87,0.456401887963952,1.09323690551189,0.328379603438738,"May",-0.0809682606161869,0.500108572937004,-0.142439808840547,0.661965386074724,-0.148524614256154,1.52969559418631,-0.0809682606161869,3,12,"YL",5.71,100,0.015,"I",0.414,"0.003",1,1.58,1.19478853072983,2023-04-30,2023-05-25,0.18862538148,0.796501203808561,0.383868666132191,1.04851480418472,0.774118398071397,1.87061556156672,0.928380719294248,1.12058094050156,0.0742075902282744,9,1,0.674937965,0.602099237
16,130,"D3",23,0.556214179813174,0.0285616796543454,5.13501465639351,2023-05-25 13:33:00,2023-05-26 09:08:00,1.16,69,708.84,0.351706184017137,1.14075081309172,0.0644579892269184,"May",0.0328505401909114,0.610546144260377,-0.0557856152769154,0.781627362949019,-0.0763601405790227,1.98803404154684,0.0328505401909114,3,12,"YR",3.22,88,0.003,"F",0.093,"",NA,1.15,0.0346322509724584,2023-04-30,2023-05-25,0.109270829736498,0.50936509629249,0.254587465771227,0.739255011298624,0.699522984065772,1.89543400224916,0.655992052920049,1.08247443334984,-1.04784218237738,9,1,0.612942613,0.678370787
16,131,"C1",23,0.557483011518617,0.0254984961835859,4.57386066601859,2023-05-25 13:33:00,2023-05-26 09:08:00,1.68,74,708.32,0.326376929166474,1.39111539728319,0.225309281725863,"May",-0.0100860552239971,0.668043221269476,-0.0166995466890081,0.799363023097763,-0.0666158403794518,1.80089014390338,-0.0100860552239971,3,12,"BrL",3.54,88,0.008,"I",0.185,"0.001",1,1.51,0.426736570353338,2023-04-30,2023-05-25,0.131647164167807,0.631395921337073,0.306521824306113,0.879134062449583,1.14352668689589,1.61913816055681,0.58394455358757,0.949381934985893,-0.522645364632555,9,1,0.680042239,0.558232932
16,132,"C2",23,0.472454006486253,0.00862065095766188,1.82465400638161,2023-05-25 13:33:00,2023-05-26 09:08:00,1.84,73,708.16,0.325084639380641,1.23131605592206,0.264817823009536,"May",-0.0979256608397316,0.591634468320099,-0.0694506403586385,0.764822197977405,-0.0857994109037701,1.47111835990847,-0.0979256608397316,3,12,"BrR",4.32,93,0.046,"F",0.086,"",NA,1.72,0.26976512318213,2023-04-30,2023-05-25,0.169135863178839,0.585960698351337,0.432415766038432,0.943430810133816,1.01591375735236,2.55821788613318,0.619524023075229,0.921551450450068,-0.651786327267938,9,1,0.671747967,0.632
16,134,"D2",23,0.532065123024875,0.0145088384349319,2.72689146630151,2023-05-25 13:33:00,2023-05-26 09:08:00,1.26,68,708.74,0.371242162644044,1.16659582041471,0.100370545117563,"May",-0.0816210696688384,0.734403545830739,0.0244306568552318,0.922572561865886,-0.00435936103414893,1.5273979619855,-0.0816210696688384,3,12,"RR",2.6,80,0.01,"F",0.08,"0.001",1,1.28,-0.0629934278725567,2023-04-30,2023-05-25,0.0803651950541199,0.646464882555643,0.219457900988038,0.832816317336916,1.01561843993714,1.84588974319758,0.448770687639034,0.974056024244789,-1.03704945211735,9,1,0.613425926,0.51980198
16,135,"C4",23,0.844238096110113,0.13792528692641,16.3372498305763,2023-05-25 13:33:00,2023-05-26 09:08:00,2.54,77,707.46,0.542651587762167,1.74441754936664,0.404833716619938,"May",0.224450188143585,0.723763859847925,0.0180927852225467,0.916073446007809,-0.00742960065352492,3.09046240331905,0.224450188143585,3,12,"",NA,NA,NA,"",NA,"",NA,1.69,1.62974220838185,2023-04-30,2023-05-25,0.0579094037842397,0.602919057464989,0.300980218691099,0.826359984973921,1.45215059968553,2.35846907047336,0.69249590627518,0.994103738207771,0.635638470174082,9,1,0.65735568,0.55186722
16,136,"D4",23,0.775519004294681,0.0827814871154132,10.6743337889832,2023-05-25 13:33:00,2023-05-26 09:08:00,1.67,78,708.33,0.458931440186887,1.28078407607668,0.222716471147583,"May",0.00318944011271372,0.578733012440188,-0.0790258518340039,1.0782303767578,0.0633516677604578,1.85678969245337,0.00318944011271372,3,12,"BR",2.46,82,0.002,"I",0.07,"0.002",1,2.03,-0.780848666500129,2023-04-30,2023-05-25,0.243550953715084,0.516592178227282,0.573261793298548,0.690410999442293,1.19695656537123,2.11008939197393,0.139136423819993,0.59157310306572,-1.37242176956585,9,1,0.595382746,0.557926829
16,137,"A4",23,0.460059956101104,0.0145970686229128,3.17286223878717,2023-05-25 13:33:00,2023-05-26 09:08:00,0.86,60,709.14,0.342732207601734,0.862803368343317,-0.0655015487564323,"May",0.0554821366761916,0.482980561922754,-0.157574455743754,0.633549047699111,-0.16757965273542,2.09437966792832,0.0554821366761916,3,13,"YL",3.36,84,0.006,"I",0.045,"0.005",1,0.76,0.618069779835883,2023-05-05,2023-05-25,0.0951997081706449,0.623817072364004,0.231252980996664,0.958472728395882,0.705190615388813,2.0427548300608,1.07520607948369,1.43761541492255,-0.819545635086664,9,1,0.605326877,0.657370518
16,138,"B2",23,0.373543013047013,0.00795495540625987,2.12959555617727,2023-05-25 13:33:00,2023-05-26 09:08:00,1.21,66,708.79,0.247397909541011,1.01707914788839,0.0827853703164501,"May",-0.0926992337587133,0.511204106922619,-0.132909773985132,0.620152368659542,-0.17686148837375,1.48892918480712,-0.0926992337587133,3,13,"YR",6.205,104,0.033,"M",0.378,"0.005",1,0.96,1.15721177064452,2023-05-05,2023-05-25,0.0598132508826122,0.498827877619593,0.17643284254942,0.753285418719381,0.643968313454506,1.95442722754388,1.3715965342436,1.53522267137978,-0.378010900735256,9,1,0.635110294,0.662610619
16,139,"B1",23,0.462845628851218,0.0291960745797409,6.30795080688253,2023-05-25 13:33:00,2023-05-26 09:08:00,1.07,70,708.93,0.294689849514462,1.0265203590879,0.0293837776852097,"May",-0.0032943607256668,0.860361308723348,0.0931767633195558,1.14556524157203,0.0896599327273402,1.82927464891108,-0.0032943607256668,3,13,"BrL",1.437,72,0.004,"I",0.015,"0.002",1,1.17,-0.446725501679249,2023-05-05,2023-05-25,0.174787834049192,0.713911933095098,0.270915589210007,0.933951623904914,0.779311739149866,2.61995785235976,0.162818152140133,0.869892785549751,-1.316618287229,9,1,0.605374823,0.611111111
16,140,"A1",23,0.809959312355537,0.076891342265363,9.49323516532532,2023-05-25 13:33:00,2023-05-26 09:08:00,1.38,71,708.62,0.500007617913905,1.14706410022706,0.139879086401236,"May",-0.0501030870680529,0.589182097424711,-0.0712545660650272,0.738888001802532,-0.100781280728272,1.64236692131875,-0.0501030870680529,3,13,"",NA,NA,NA,"",NA,"",NA,1.21,0.657315697802318,2023-05-05,2023-05-25,0.137919125531167,0.71952445669087,0.384811810200269,1.02428000072778,0.962545789466928,1.94007780796248,0.657315697802318,1.13372563450876,-0.476409936706447,9,1,NA,NA
