Date,Fish_Num,Rack,Bin,Rack_Bin,Mass_g,Length_mm,TagID,Month
25/05/2023,134,3,12,3.12,1.26,68,RR,2
18/06/2023,134,3,12,3.12,1.86,74,RR,3
5/04/2023,135,3,12,3.12,1.838,71,BL,0
30/04/2023,135,3,12,3.12,1.69,70,BL,1
25/05/2023,135,3,12,3.12,2.54,77,BL,2
18/06/2023,135,3,12,3.12,3.47,83,BL,3
5/04/2023,136,3,12,3.12,2.477,77,BR,0
30/04/2023,136,3,12,3.12,2.03,78,BR,1
25/05/2023,136,3,12,3.12,1.67,78,BR,2
18/06/2023,136,3,12,3.12,1.83,78,BR,3
5/04/2023,137,3,13,3.13,1.007,59,YL,0
5/05/2023,137,3,13,3.13,0.76,60,YL,1
25/05/2023,137,3,13,3.13,0.86,60,YL,2
18/06/2023,137,3,13,3.13,1.3,65,YL,3
13/04/2023,138,3,13,3.13,1.044,65,YR,0
5/05/2023,138,3,13,3.13,0.96,65,YR,1
25/05/2023,138,3,13,3.13,1.21,66,YR,2
18/06/2023,138,3,13,3.13,2.84,82,YR,3
5/04/2023,139,3,13,3.13,1.787,70,BrL,0
5/05/2023,139,3,13,3.13,1.17,69,BrL,1
25/05/2023,139,3,13,3.13,1.07,70,BrL,2
18/06/2023,139,3,13,3.13,1.3,70,BrL,3
5/04/2023,140,3,13,3.13,1.525,69,BrR,0
5/05/2023,140,3,13,3.13,1.21,68,BrR,1
25/05/2023,140,3,13,3.13,1.38,71,BrR,2
5/04/2023,141,3,13,3.13,1.757,70,RL,0
5/05/2023,141,3,13,3.13,1.37,70,RL,1
25/05/2023,141,3,13,3.13,1.43,72,RL,2
18/06/2023,141,3,13,3.13,2.46,78,RL,3
5/04/2023,142,3,13,3.13,0.809,60,RR,0
5/05/2023,142,3,13,3.13,0.68,61,RR,1
25/05/2023,142,3,13,3.13,0.7,60,RR,2
18/06/2023,142,3,13,3.13,1.3,69,RR,3
5/04/2023,143,3,13,3.13,2.051,75,BL,0
5/05/2023,143,3,13,3.13,1.73,75,BL,1
25/05/2023,143,3,13,3.13,1.65,75,BL,2
18/06/2023,143,3,13,3.13,2.1,77,BL,3
5/04/2023,144,3,13,3.13,0.839,57,BR,0
5/05/2023,144,3,13,3.13,0.7,54,BR,1
25/05/2023,144,3,13,3.13,0.99,60,BR,2
18/06/2023,144,3,13,3.13,1.8,69,BR,3
5/04/2023,145,3,14,3.14,1.478,70,YL,0
1/05/2023,145,3,14,3.14,1.29,69,YL,1
26/05/2023,145,3,14,3.14,1.1,68,YL,2
19/06/2023,145,3,14,3.14,1.49,70,YL,3
5/04/2023,146,3,14,3.14,1.302,67,YR,0
1/05/2023,146,3,14,3.14,1.13,67,YR,1
26/05/2023,146,3,14,3.14,1.28,68,YR,2
19/06/2023,146,3,14,3.14,1.43,70,YR,3
5/04/2023,147,3,14,3.14,1.003,59,BrL,0
1/05/2023,147,3,14,3.14,1.1,61,BrL,1
26/05/2023,147,3,14,3.14,1.3,63,BrL,2
19/06/2023,147,3,14,3.14,1.51,67,BrL,3
5/04/2023,148,3,14,3.14,1.024,64,BrR,0
1/05/2023,148,3,14,3.14,0.93,63,BrR,1
5/04/2023,149,3,14,3.14,1.485,68,RL,0
1/05/2023,149,3,14,3.14,1.53,68,RL,1
5/04/2023,150,3,14,3.14,0.76,57,RR,0
1/05/2023,150,3,14,3.14,0.7,57,RR,1
5/04/2023,151,3,14,3.14,1.512,68,BL,0
1/05/2023,151,3,14,3.14,1.54,68,BL,1
26/05/2023,151,3,14,3.14,1.3,69,BL,2
19/06/2023,151,3,14,3.14,2.29,78,BL,3
5/04/2023,152,3,14,3.14,1.508,68,BR,0
1/05/2023,152,3,14,3.14,1.42,68,BR,1
26/05/2023,152,3,14,3.14,1.42,68,BR,2
19/06/2023,152,3,14,3.14,1.74,69,BR,3
5/04/2023,153,3,15,3.15,2.133,76,YL,0
5/05/2023,153,3,15,3.15,1.87,77,YL,1
26/05/2023,153,3,15,3.15,2.11,78,YL,2
19/06/2023,153,3,15,3.15,2.96,83,YL,3
5/04/2023,154,3,15,3.15,2.331,77,YR,0
5/05/2023,154,3,15,3.15,1.84,77,YR,1
26/05/2023,154,3,15,3.15,2.22,80,YR,2
19/06/2023,154,3,15,3.15,2.92,81,YR,3
13/04/2023,155,3,15,3.15,1.079,64,BrL,0
5/05/2023,155,3,15,3.15,1.07,61,BrL,1
26/05/2023,155,3,15,3.15,1.24,64,BrL,2
19/06/2023,155,3,15,3.15,1.55,66,BrL,3
5/04/2023,157,3,15,3.15,2.535,71,RL,0
5/05/2023,157,3,15,3.15,1.97,78,RL,1
26/05/2023,157,3,15,3.15,2.04,79,RL,2
19/06/2023,157,3,15,3.15,2.28,82,RL,3
5/04/2023,158,3,15,3.15,1.593,69,RR,0
5/05/2023,158,3,15,3.15,1.6,71,RR,1
5/04/2023,160,3,15,3.15,1.451,67,BR,0
5/05/2023,160,3,15,3.15,1.53,67,BR,1
