DataMessageGUID,SensorID,Sensor Name,Date,Value,Formatted Value,Battery,Raw Data,Sensor State,GatewayID,Alert Sent,Signal Strength,Voltage
58b2dacf-7246-44b9-b8e2-a6ed4059425b,445504,S332 Rack 2 Temperature,24/11/2022 12:20,18.1,18.1° C,100,18.1,18,911279,FALSE,64,3.05
8a3bdc1c-1667-4442-bb67-aef71bc7d21a,445504,S332 Rack 2 Temperature,24/11/2022 12:10,18.1,18.1° C,100,18.1,18,911279,FALSE,64,3.05
a17c7b75-7935-45eb-b8d3-ce89ca70a261,445504,S332 Rack 2 Temperature,24/11/2022 12:00,17.9,17.9° C,100,17.9,18,911279,FALSE,62,3.04
d7009f74-b513-45fc-b07e-3635b4a0c01d,445504,S332 Rack 2 Temperature,24/11/2022 11:50,18,18° C,100,18,18,911279,FALSE,61,3.04
547f26e9-f362-4e8c-bf09-f9cb9df3697e,445504,S332 Rack 2 Temperature,24/11/2022 11:40,18.1,18.1° C,100,18.1,18,911279,FALSE,62,3.04
6f60eedc-d85a-4b8f-9dff-08c2ff09bb8c,445504,S332 Rack 2 Temperature,24/11/2022 11:30,18.1,18.1° C,100,18.1,18,911279,FALSE,62,3.04
be48ef31-33cb-4ae5-aeae-d0f71d045512,445504,S332 Rack 2 Temperature,24/11/2022 11:20,18.1,18.1° C,100,18.1,18,911279,FALSE,61,3.04
05d7cbd4-9fcc-430b-8c37-12c0b6ada366,445504,S332 Rack 2 Temperature,24/11/2022 11:10,18,18° C,100,18,18,911279,FALSE,61,3.05
3c9a51f0-bf26-4e35-a640-cc3f23c53ff4,445504,S332 Rack 2 Temperature,24/11/2022 11:00,18.1,18.1° C,100,18.1,18,911279,FALSE,64,3.03
6ca4bb0f-6717-4583-844c-efda2f1eb16d,445504,S332 Rack 2 Temperature,24/11/2022 10:50,18.1,18.1° C,100,18.1,18,911279,FALSE,60,3.04
b879df7f-b7d3-4ecd-886b-46c625833200,445504,S332 Rack 2 Temperature,24/11/2022 10:40,18.1,18.1° C,100,18.1,18,911279,FALSE,62,3.04
3b694d79-4ef8-45f6-929c-83b4115998cd,445504,S332 Rack 2 Temperature,24/11/2022 10:30,18.1,18.1° C,100,18.1,18,911279,FALSE,60,3.04
3b793332-b601-41c3-8cd8-221c226567e2,445504,S332 Rack 2 Temperature,24/11/2022 10:20,18,18° C,100,18,18,911279,FALSE,61,3.05
09457d71-093d-4280-9692-85dea5380f13,445504,S332 Rack 2 Temperature,24/11/2022 10:10,18.1,18.1° C,100,18.1,18,911279,FALSE,61,3.04
8fa0a98c-7477-4faf-b2a2-f5a9e5736b00,445504,S332 Rack 2 Temperature,24/11/2022 10:00,18.1,18.1° C,100,18.1,18,911279,FALSE,54,3.05
e1f13fed-889f-4be7-b098-da8b113bdb6e,445504,S332 Rack 2 Temperature,24/11/2022 9:50,18.1,18.1° C,100,18.1,18,911279,FALSE,51,3.05
80e8e49e-98f0-41cb-80d2-e81f3252afa0,445504,S332 Rack 2 Temperature,24/11/2022 9:40,18.1,18.1° C,100,18.1,18,911279,FALSE,57,3.04
06955518-8f02-4e6b-b6ff-5246b2e1ae87,445504,S332 Rack 2 Temperature,24/11/2022 9:30,18,18° C,100,18,18,911279,FALSE,62,3.05
004b2415-22f3-4b1e-95f4-4b54715122c2,445504,S332 Rack 2 Temperature,24/11/2022 9:20,18.1,18.1° C,100,18.1,18,911279,FALSE,64,3.05
6e5be460-b91b-493b-8ac2-73ad2f67cd2c,445504,S332 Rack 2 Temperature,24/11/2022 9:10,18.1,18.1° C,100,18.1,18,911279,FALSE,54,3.05
d9b9834e-b249-4bdf-82eb-9985741bb937,445504,S332 Rack 2 Temperature,24/11/2022 9:00,18.1,18.1° C,100,18.1,18,911279,FALSE,61,3.05
