"ID_fish","chamber_ch","Temp_class","RMR","RMR_var","RMR_perc","time_start","time_end","mass","length","volume_net","SMR","MMR"
81,"B2",23,0.93697712428151,0.0668341120551763,7.1329502421338,2023-06-15 15:25:00,2023-06-16 10:11:00,3.62,86,706.38,0.716167152270881,1.56594449614242
82,"A4",23,0.447682244245045,0.00188953138617873,0.422069762754422,2023-06-15 15:25:00,2023-06-16 10:11:00,1.2,66,708.8,0.380619835768556,0.879335389187136
83,"B3",23,0.569543309427701,0.00468785865339401,0.823090812550243,2023-06-15 15:25:00,2023-06-16 10:11:00,1.95,75,708.05,0.465920383004179,1.34112401347525
84,"A3",23,0.818441308559112,0.035152791167083,4.29509004487694,2023-06-15 15:25:00,2023-06-16 10:11:00,2.47,79,707.53,0.632345082598986,1.69735563216439
85,"B1",23,1.12950403157162,0.0251118532066605,2.2232637073211,2023-06-15 15:25:00,2023-06-16 10:11:00,3.8,88,706.2,1.01216175596638,1.84437496479089
86,"A2",23,0.943967686183574,0.070811661199002,7.50149207811242,2023-06-15 15:25:00,2023-06-16 10:11:00,2.04,75,707.96,0.677956558304809,1.38437356973842
87,"A1",23,0.664294232100498,0.00826151982919766,1.24365370493655,2023-06-15 15:25:00,2023-06-16 10:11:00,2.15,81,707.85,0.555173401778245,1.21127648777357
88,"B4",23,0.609246435917725,0.0116093462465837,1.90552550858934,2023-06-15 15:25:00,2023-06-16 10:11:00,2.43,80,707.57,0.472355528020951,1.34721542791402
89,"D3",23,1.05535271286541,0.0327841658466621,3.10646530273743,2023-06-15 15:25:00,2023-06-16 10:11:00,3.07,82,706.93,0.898733272824233,1.6090064307011
90,"C1",23,0.886461071931914,0.021658187792499,2.44321927699522,2023-06-15 15:25:00,2023-06-16 10:11:00,2.61,77,707.39,0.673784655744746,1.4801343351537
94,"D2",23,0.613151559640032,0.0183641457000097,2.9950418312221,2023-06-15 15:25:00,2023-06-16 10:11:00,2.1,74,707.9,0.486006606131488,1.03170615634123
95,"C3",23,0.641688551876404,0.0106148146434775,1.65420040803876,2023-06-15 15:25:00,2023-06-16 10:11:00,2.23,84,707.77,0.512741447504788,0.974357489875453
96,"C2",23,0.932835860117946,0.154440531867215,16.5560243200435,2023-06-15 15:25:00,2023-06-16 10:11:00,2.75,85,707.25,0.582613650325154,1.35652212716841
