"ID_fish","chamber_ch","Temp_class","RMR","RMR_var","RMR_perc","time_start","time_end","mass","length","volume_net","SMR","MMR"
68,"C2",18,1.42433374900028,0.0264516226683387,1.85712250986855,2023-09-24 13:37:00,2023-09-25 07:32:00,8.94,111,701.06,1.26348716154653,4.0226007328267
69,"C1",18,2.58171007272449,0.0381553451591245,1.47790976075246,2023-09-24 13:37:00,2023-09-25 07:32:00,11.57,114,698.43,2.37989080900977,4.93015370337119
70,"C3",18,1.14680226450221,0.0718024746036584,6.26110331538503,2023-09-24 13:37:00,2023-09-25 07:32:00,6.18,102,703.82,0.901425325677706,3.04816529243189
73,"A3",18,1.16199586666184,0.0506033975970582,4.35486898438206,2023-09-24 13:37:00,2023-09-25 07:32:00,5.94,99,704.06,0.885868632348855,2.63674888688102
74,"B2",18,0.750756412244319,0.0445508363572016,5.93412665288078,2023-09-24 13:37:00,2023-09-25 07:32:00,4.16,92,705.84,0.502479336958161,3.02494221953251
75,"A2",18,0.680229096391127,0.0592366151061545,8.70833303374219,2023-09-24 13:37:00,2023-09-25 07:32:00,3.03,83,706.97,0.494054107652134,1.6905542819778
76,"B1",18,1.51457064492154,0.343833105318657,22.7016881960279,2023-09-24 13:37:00,2023-09-25 07:32:00,7.19,106,702.81,1.00623334610899,3.87118467591991
77,"B3",18,1.5353265714217,0.386746918998244,25.1898798729263,2023-09-24 13:37:00,2023-09-25 07:32:00,6.12,107,703.88,0.984053626389835,2.85786994185806
78,"A4",18,0.94619960157694,0.0352478230919116,3.72519952800312,2023-09-24 13:37:00,2023-09-25 07:32:00,3.73,89,706.27,0.757262617589475,2.17725450164061
80,"A1",18,1.01181821992457,0.116958991909886,11.5592889717488,2023-09-24 13:37:00,2023-09-25 07:32:00,4.78,97,705.22,0.688224420059559,2.43502503764255
