"ID_fish","chamber_ch","Temp_class","RMR","RMR_var","RMR_perc","time_start","time_end","mass","length","volume_net","SMR","MMR"
17,"B2",18,0.672063032370332,0.0408337574018195,6.07588208769659,2023-09-21 15:02:00,2023-09-22 09:15:00,3.56,94,706.44,0.475779670670967,1.44121503840202
18,"A3",18,1.71496819295934,0.316106610227341,18.4322141673,2023-09-21 15:02:00,2023-09-22 09:15:00,10.02,114,699.98,1.32641888701087,3.78614338059168
20,"A2",18,1.21858195776225,0.043756446165624,3.59076760384476,2023-09-21 15:02:00,2023-09-22 09:15:00,5.38,99,704.62,0.961940408084945,3.62160608273978
21,"B1",18,1.11362543077865,0.0914513812482341,8.21204138489283,2023-09-21 15:02:00,2023-09-22 09:15:00,5.15,101,704.85,0.891770415720074,3.95026766254908
22,"B3",18,0.965254268533381,0.146587940358449,15.1864586500277,2023-09-21 15:02:00,2023-09-22 09:15:00,3.6,94,706.4,0.630490046294462,2.04077601001555
23,"A1",18,1.73837128115814,0.149076208876397,8.57562538522145,2023-09-21 15:02:00,2023-09-22 09:15:00,6.74,105,703.26,1.27294170147248,3.11225884854588
24,"A4",18,1.04872000726904,0.0658718381395129,6.28116539046957,2023-09-21 15:02:00,2023-09-22 09:15:00,4.77,95,705.23,0.80153390696629,2.31146248896649
25,"C1",18,0.867184727676435,0.0206732976755353,2.38395546136151,2023-09-21 15:02:00,2023-09-22 09:15:00,2.78,81,707.22,0.689491566343764,1.49846557222246
29,"C3",18,0.995557155930459,0.0547743386559258,5.50187785097412,2023-09-21 15:02:00,2023-09-22 09:15:00,3.56,89,706.44,0.814147096243157,2.1329878928637
31,"C2",18,1.12987428982409,0.39663249925442,35.1041264348242,2023-09-21 15:02:00,2023-09-22 09:15:00,3.6,89,706.4,0.645449820541331,2.54067134404032
