"ID_fish","chamber_ch","Temp_class","RMR","RMR_var","RMR_perc","time_start","time_end","mass","length","volume_net","SMR","MMR"
33,"A1",18,0.512529265206927,0.0230162708821184,4.49072325125198,2023-05-29 15:24:00,2023-05-30 09:19:00,2.17,75,707.83,0.376142952654205,0.994976683912292
34,"A2",18,0.502538612793765,0.0113865291736584,2.26580184761471,2023-05-29 15:24:00,2023-05-30 09:19:00,1.91,75,708.09,0.402616965064131,1.10828668041409
35,"A3",18,0.677634877144345,0.0433870554749346,6.40271877058249,2023-05-29 15:24:00,2023-05-30 09:19:00,3.45,89,706.55,0.476759071442922,1.42526853503289
36,"B3",18,0.355637154058667,0.0169404650053398,4.76341259961416,2023-05-29 15:24:00,2023-05-30 09:19:00,0.79,58,709.21,0.205712138408862,0.606107768343865
37,"A4",18,0.779380740366209,0.00732800474175399,0.940234260640154,2023-05-29 15:24:00,2023-05-30 09:19:00,4.38,92,705.62,0.687869855711418,1.76276412346225
38,"B2",18,0.360207962655657,0.0155313815861114,4.31178185834796,2023-05-29 15:24:00,2023-05-30 09:19:00,1.26,67,708.74,0.20895756749119,0.754369230492871
39,"B1",18,0.41193628253761,0.0128749757360664,3.12547747839884,2023-05-29 15:24:00,2023-05-30 09:19:00,2.03,75,707.97,0.267013628208982,1.16979750415054
41,"D4",18,0.453166648156611,0.0208855367708646,4.60879829877655,2023-05-29 15:24:00,2023-05-30 09:19:00,1.87,75,708.13,0.265704768329733,1.46459951399461
42,"C1",18,1.04687905847462,0.178833569692217,17.0825434174593,2023-05-29 15:24:00,2023-05-30 09:19:00,3.66,83,706.34,0.665644968018971,2.10386083970727
43,"D3",18,0.531954551112336,0.0146710123562548,2.75794470139925,2023-05-29 15:24:00,2023-05-30 09:19:00,2.8,80,707.2,0.349504136925635,1.05443789448614
44,"C4",18,0.551201641198834,0.0170058035832722,3.08522368443706,2023-05-29 15:24:00,2023-05-30 09:19:00,2.33,73,707.67,0.411070308393733,1.22532605834292
45,"D2",18,0.514916126024354,0.0211839545760794,4.11405926235791,2023-05-29 15:24:00,2023-05-30 09:19:00,2.08,74,707.92,0.298718069760616,1.30923123717099
46,"D1",18,0.30460191673658,0.0188653470432268,6.19344331294593,2023-05-29 15:24:00,2023-05-30 09:19:00,1.67,69,708.33,0.208939744361536,1.03965367525648
47,"C2",18,0.353430273764819,0.0115366073849014,3.26418200173145,2023-05-29 15:24:00,2023-05-30 09:19:00,1.03,63,708.97,0.224174763329987,0.76759311357473
48,"C3",18,0.360046889922996,0.013164069434935,3.65620973361288,2023-05-29 15:24:00,2023-05-30 09:19:00,1.56,70,708.44,0.231188699726582,1.42968634641554
