"ID_fish","chamber_ch","Temp_class","RMR","RMR_var","RMR_perc","time_start","time_end","mass","length","volume_net","SMR","MMR"
129,"D3",23,0.997434917196829,0.093643589388178,9.38844106754876,2023-06-18 17:35:00,2023-06-19 10:04:00,3.02,84,706.98,0.71089056909116,1.80378776610129
130,"D4",23,0.56758594805112,0.0198469984981263,3.4967388756317,2023-06-18 17:35:00,2023-06-19 10:04:00,1.54,73,708.46,0.430453646530784,0.998741896489959
131,"D2",23,0.546369577774109,0.0302539019457304,5.53725960895989,2023-06-18 17:35:00,2023-06-19 10:04:00,2.08,77,707.92,0.380923380218117,1.32377588574817
132,"C3",23,0.650485436654005,0.00785843605218309,1.20808793085448,2023-06-18 17:35:00,2023-06-19 10:04:00,2.69,80,707.31,0.54839117560913,1.48741845264794
134,"C2",23,0.456924272791781,0.00432472722730682,0.946486646656565,2023-06-18 17:35:00,2023-06-19 10:04:00,1.86,74,708.14,0.368394269018869,1.311010969696
135,"C1",23,1.08812243723313,0.203968583894687,18.7450030359945,2023-06-18 17:35:00,2023-06-19 10:04:00,3.47,83,706.53,0.792092656573504,2.20685934468096
136,"C4",23,0.74373498085405,0.098694145482285,13.2700690464972,2023-06-18 17:35:00,2023-06-19 10:04:00,1.83,78,708.17,0.472159922897145,1.33302970840185
137,"A3",23,0.561189139708015,0.00735040138329229,1.3097903831704,2023-06-18 17:35:00,2023-06-19 10:04:00,1.3,65,708.7,0.447897094057228,0.960981619699764
138,"B1",23,0.903684491121381,0.0358442219675969,3.96645315038193,2023-06-18 17:35:00,2023-06-19 10:04:00,2.84,82,707.16,0.749825843942735,1.91603879394746
139,"A1",23,0.816151084195073,0.0513019768595138,6.2858431303942,2023-06-18 17:35:00,2023-06-19 10:04:00,1.3,70,708.7,0.546570502431692,1.07925151833634
141,"A4",23,0.885572469366074,0.0125560774844318,1.41784867063674,2023-06-18 17:35:00,2023-06-19 10:04:00,2.46,78,707.54,0.7903200779655,1.66395272622425
142,"A2",23,0.831309497467524,0.0786985174989317,9.4668132312546,2023-06-18 17:35:00,2023-06-19 10:04:00,1.3,69,708.7,0.598177290112105,1.49120355747967
143,"B2",23,0.703235727897476,0.0284992657050198,4.05259069959749,2023-06-18 17:35:00,2023-06-19 10:04:00,2.1,77,707.9,0.501337392244279,1.58576689915794
144,"B3",23,0.698515612586224,0.0170892558073569,2.44651021386404,2023-06-18 17:35:00,2023-06-19 10:04:00,1.8,69,708.2,0.553900647985173,1.3627317014933
