"ID_fish","chamber_ch","Temp_class","RMR","RMR_var","RMR_perc","time_start","time_end","mass","length","volume_net","SMR","MMR"
137,"B3",18,0.231252980996664,0.0145745378679154,6.30242161856743,2023-05-05 15:11:00,2023-05-06 10:22:00,0.76,60,709.24,0.0951997081706449,0.705190615388813
138,"B2",18,0.17643284254942,0.00774162463029026,4.38785915276618,2023-05-05 15:11:00,2023-05-06 10:22:00,0.96,65,709.04,0.0598132508826122,0.643968313454506
139,"A3",18,0.270915589210007,0.0133338178900808,4.92176102857807,2023-05-05 15:11:00,2023-05-06 10:22:00,1.17,69,708.83,0.174787834049192,0.779311739149866
140,"A1",18,0.384811810200269,0.0911293626742862,23.6815399784272,2023-05-05 15:11:00,2023-05-06 10:22:00,1.21,68,708.79,0.137919125531167,0.962545789466928
141,"A2",18,0.24355234377839,0.00500200598119658,2.05377041485092,2023-05-05 15:11:00,2023-05-06 10:22:00,1.37,70,708.63,0.166394755782661,0.773991868762156
142,"B1",18,0.192931112837568,0.0155621589723183,8.06617385005202,2023-05-05 15:11:00,2023-05-06 10:22:00,0.68,61,709.32,0.0302986214335626,0.647732104459805
143,"A4",18,0.366769922740706,0.0285978385870826,7.79721476978913,2023-05-05 15:11:00,2023-05-06 10:22:00,1.73,75,708.27,0.191428406771332,0.961126798222325
144,"B4",18,0.155012238232519,0.00545469493317357,3.51888018350622,2023-05-05 15:11:00,2023-05-06 10:22:00,0.7,54,709.3,0.06203614722,0.444557655818064
153,"C1",18,0.231902370068806,0.0197601438343178,8.52088912608135,2023-05-05 15:11:00,2023-05-06 10:22:00,1.87,77,705.3535,0.0532071918474372,0.947290835945794
154,"D1",18,0.333228414343975,0.038769897710863,11.6346313945613,2023-05-05 15:11:00,2023-05-06 10:22:00,1.84,77,705.3835,0.165329720193677,0.572366489438385
155,"D3",18,0.261310165083149,0.0205730539035215,7.87304003155602,2023-05-05 15:11:00,2023-05-06 10:22:00,1.07,61,706.1535,0.0876866853195514,0.430492755543983
157,"D4",18,0.172890652804818,0.0118974784527514,6.88150473130716,2023-05-05 15:11:00,2023-05-06 10:22:00,1.97,78,705.2535,0.070340725521504,0.801411942811917
158,"D2",18,0.243704826606441,0.0267328895097112,10.9693722040566,2023-05-05 15:11:00,2023-05-06 10:22:00,1.6,71,705.6235,0.107304727808739,0.733893376364026
160,"C2",18,0.213926989226521,0.0307450573378337,14.3717524604989,2023-05-05 15:11:00,2023-05-06 10:22:00,1.53,67,705.6935,0.0108059023673284,0.703668877182701
