"ID_fish","chamber_ch","Temp_class","RMR","RMR_var","RMR_perc","time_start","time_end","mass","length","volume_net","SMR","MMR"
25,"A2",18,0.501133213338467,0.0456838542915927,9.1161098637335,2023-08-24 16:14:00,2023-08-25 11:49:00,1.67,78,708.33,0.297640994600984,1.34734762013963
29,"A1",18,0.371062799442536,0.0174932956177992,4.71437601507889,2023-08-24 16:14:00,2023-08-25 11:49:00,1.69,78,708.31,0.184129034696486,1.12054389713407
31,"C1",18,0.875747641826643,0.196426479086312,22.4295755654681,2023-08-24 16:14:00,2023-08-25 11:49:00,3,88,707,0.560535354589104,2.6394970567752
39,"A3",18,0.468999590730321,0.0291592465854786,6.21732879128363,2023-08-24 16:14:00,2023-08-25 11:49:00,2.22,84,707.78,0.30014106426776,1.75919272941521
68,"B2",18,0.611008999798465,0.0198054020271792,3.24142558190008,2023-08-24 16:14:00,2023-08-25 11:49:00,4.92,100,705.08,0.467248037585668,2.22917197858449
69,"B1",18,0.868953880585014,0.205374549120092,23.6346892175481,2023-08-24 16:14:00,2023-08-25 11:49:00,5.14,101,704.86,0.588009847132159,3.5593302774978
70,"A4",18,0.568723908515654,0.0578867062673097,10.1783493538001,2023-08-24 16:14:00,2023-08-25 11:49:00,3.01,88,706.99,0.38674230689092,1.81132924025948
73,"C3",18,0.639757867441094,0.0396003632541205,6.18989859593507,2023-08-24 16:14:00,2023-08-25 11:49:00,3.06,86,706.94,0.462243281214277,1.59574241761528
74,"C4",18,0.468637891703028,0.0262369219612116,5.59854899181685,2023-08-24 16:14:00,2023-08-25 11:49:00,2.13,81,707.87,0.284608025486994,1.24305248821204
75,"D2",18,0.467115512187202,0.0885649398063662,18.9599654680003,2023-08-24 16:14:00,2023-08-25 11:49:00,1.84,79,708.16,0.208514993819996,1.41654591578246
76,"D3",18,1.3679525558696,0.438242672230394,32.0363941241956,2023-08-24 16:14:00,2023-08-25 11:49:00,4.59,98,705.41,0.661160273308977,2.84348133744386
78,"B3",18,1.02835134885837,0.194019915844814,18.8670842956745,2023-08-24 16:14:00,2023-08-25 11:49:00,2.65,83,707.35,0.529955606904941,1.74901831761303
80,"C2",18,0.885763497780853,0.275736521295044,31.1298130918535,2023-08-24 16:14:00,2023-08-25 11:49:00,2.86,87,707.14,0.441905244905896,2.08109128798692
