"ID_fish","chamber_ch","Temp_class","RMR","RMR_var","RMR_perc","time_start","time_end","mass","length","volume_net","SMR","MMR"
17,"B3",18,0.500984455228359,0.008715240189495,1.73962287622725,2023-05-28 17:39:00,2023-05-29 09:15:00,2.14,79,707.86,0.38976802520047,0.843113391429003
18,"B2",18,0.587183878015996,0.0117284866355298,1.99741291861734,2023-05-28 17:39:00,2023-05-29 09:15:00,3.12,83,706.88,0.486539918277274,1.68768402010548
19,"A3",18,0.395090156507769,0.00376606432589362,0.953216440313811,2023-05-28 17:39:00,2023-05-29 09:15:00,1.55,71,708.45,0.309796157115216,0.889037191394388
20,"B1",18,0.598903148494699,0.0488631270507817,8.15876943936523,2023-05-28 17:39:00,2023-05-29 09:15:00,2.86,79,707.14,0.403338089683867,1.5102762515205
21,"A1",18,0.446512002651716,0.00217254537549713,0.486559233031802,2023-05-28 17:39:00,2023-05-29 09:15:00,1.84,76,708.16,0.368617870336243,1.00254373880855
22,"B4",18,0.528389045618072,0.00403353410487486,0.763364444877301,2023-05-28 17:39:00,2023-05-29 09:15:00,2.89,84,707.11,0.424996155813472,1.47780323883543
23,"A4",18,0.637519800399332,0.0121820389071202,1.91084871395204,2023-05-28 17:39:00,2023-05-29 09:15:00,2.6,81,707.4,0.505599463624824,1.50674689993802
24,"A2",18,0.406293860479354,0.0127479567209247,3.13761982666547,2023-05-28 17:39:00,2023-05-29 09:15:00,0.95,64,709.05,0.277812303155442,0.822902012445438
25,"D4",18,0.512582972522447,0.00453099507646988,0.883953490333988,2023-05-28 17:39:00,2023-05-29 09:15:00,2.28,71,707.72,0.401639311426075,1.36759511481928
26,"C3",18,0.419394395582772,0.00523216543814947,1.24755254081998,2023-05-28 17:39:00,2023-05-29 09:15:00,1.34,66,708.66,0.310306707993614,0.922907783893104
27,"C2",18,0.710253639317097,0.015777003539352,2.22131963371866,2023-05-28 17:39:00,2023-05-29 09:15:00,3.08,82,706.92,0.534847145980085,1.08056485802261
28,"D1",18,0.595463782021615,0.0035864248303392,0.60229101057384,2023-05-28 17:39:00,2023-05-29 09:15:00,4.26,91,705.74,0.508799513012009,1.05841225421737
29,"C1",18,0.379021333691618,0.00367116643163452,0.968590975045609,2023-05-28 17:39:00,2023-05-29 09:15:00,1.52,67,708.48,0.278252602221312,1.07041710065795
31,"D2",18,0.732157497412152,0.0335781324814731,4.58618980207902,2023-05-28 17:39:00,2023-05-29 09:15:00,3.31,80,706.69,0.533178091237399,1.28255323010538
32,"C4",18,0.352567854043275,0.00116588348122837,0.330683432382711,2023-05-28 17:39:00,2023-05-29 09:15:00,1.04,67,708.96,0.304389049341254,0.796203729724666
