"ID_fish","chamber_ch","Temp_class","RMR","RMR_var","RMR_perc","time_start","time_end","mass","length","volume_net","SMR","MMR"
1,"B1",18,0.493502571871083,0.0118952803794911,2.4103785993234,2023-05-27 19:48:00,2023-05-28 11:38:00,1.65,69,708.35,0.371953937273819,0.91009888950303
2,"A1",18,0.835812724624681,0.077692625581824,9.29545857497105,2023-05-27 19:48:00,2023-05-28 11:38:00,3.18,84,706.82,0.646915693772239,1.55666608377996
3,"B3",18,0.632629061526687,0.05463413283422,8.63604537900529,2023-05-27 19:48:00,2023-05-28 11:38:00,2.29,77,707.71,0.435675561939683,0.843890139936068
4,"B2",18,0.556451768717936,0.0379148246759999,6.81367672949545,2023-05-27 19:48:00,2023-05-28 11:38:00,2.12,79,707.88,0.37170060961631,1.22677575059687
5,"B4",18,0.380133375493767,0.0114708919076303,3.01759662453486,2023-05-27 19:48:00,2023-05-28 11:38:00,1.23,68,708.77,0.261040499762034,1.0438651214264
6,"A4",18,0.709923312913411,0.0088191555146013,1.24226875694628,2023-05-27 19:48:00,2023-05-28 11:38:00,2.46,79,707.54,0.595250673466309,1.56610274322673
7,"A2",18,0.665207477693739,0.0345215289729772,5.18958823082727,2023-05-27 19:48:00,2023-05-28 11:38:00,1.72,72,708.28,0.442948169131859,1.25751646628657
8,"A3",18,0.652991877639713,0.00688144774284763,1.0538335894347,2023-05-27 19:48:00,2023-05-28 11:38:00,3.01,80,706.99,0.527641648226819,1.61569469469079
9,"C4",18,0.544410713053692,0.0193280766996951,3.5502748634906,2023-05-27 19:48:00,2023-05-28 11:38:00,1.56,69,708.44,0.420143312716848,0.826280988740482
10,"D2",18,0.380714854427171,0.0111879329636734,2.93866468134189,2023-05-27 19:48:00,2023-05-28 11:38:00,1.33,67,708.67,0.250793024295187,1.02601612483811
11,"C1",18,0.742199689565481,0.0623500903835214,8.40071631126983,2023-05-27 19:48:00,2023-05-28 11:38:00,2.92,80,707.08,0.541017977364504,2.13862199964733
12,"D4",18,0.586000966441441,0.0785407960553663,13.4028441168475,2023-05-27 19:48:00,2023-05-28 11:38:00,2.26,74,707.74,0.340078123432801,1.450634073816
13,"D3",18,0.520606832014913,0.0644000900664391,12.3701968752869,2023-05-27 19:48:00,2023-05-28 11:38:00,1.28,63,708.72,0.252168131277936,0.909997690646592
14,"C2",18,0.596915429610859,0.0236666626518238,3.96482675397629,2023-05-27 19:48:00,2023-05-28 11:38:00,2.04,75,707.96,0.4303124218595,1.15692049896932
15,"C3",18,0.502587308080181,0.0314005591836522,6.24778196321716,2023-05-27 19:48:00,2023-05-28 11:38:00,1.76,72,708.24,0.310278295664888,1.31626755409686
16,"D1",18,0.626230305146556,0.0630092161146169,10.0616683026656,2023-05-27 19:48:00,2023-05-28 11:38:00,2.6,80,707.4,0.351662525741394,1.27568010984566
