"ID_fish","chamber_ch","Temp_class","RMR","RMR_var","RMR_perc","time_start","time_end","mass","length","volume_net","SMR","MMR"
98,"C1",23,0.950440106185964,0.0640431409597006,6.73826162667949,2023-06-16 15:24:00,2023-06-17 11:05:00,2.96,85,707.04,0.693872856896769,1.54211948177455
99,"D3",23,0.494775376335109,0.0124299831808201,2.51224773409121,2023-06-16 15:24:00,2023-06-17 11:05:00,1.23,66,708.77,0.335008555947447,0.84360342461445
100,"D2",23,0.791399565127813,0.015348233005153,1.93937849873271,2023-06-16 15:24:00,2023-06-17 11:05:00,2.76,81,707.24,0.654784002423353,1.40407619041696
102,"C2",23,0.753004463863398,0.0356309040198283,4.73183171279208,2023-06-16 15:24:00,2023-06-17 11:05:00,2.96,77,707.04,0.605643106754816,1.16653023232237
103,"C4",23,0.482205496074537,0.0193323246869571,4.00914648305228,2023-06-16 15:24:00,2023-06-17 11:05:00,0.89,62,709.11,0.336847576412243,1.14713160495269
105,"A1",23,1.12565783943766,0.101853215627606,9.04832819167219,2023-06-16 15:24:00,2023-06-17 11:05:00,3.88,87,706.12,0.890621161041278,1.82208385150828
106,"A3",23,0.516735011647224,0.0048565963755346,0.93986206973918,2023-06-16 15:24:00,2023-06-17 11:05:00,1.09,68,708.91,0.410802136183546,0.799863949588723
107,"A4",23,0.952580622297907,0.0902004960212216,9.46906686004501,2023-06-16 15:24:00,2023-06-17 11:05:00,2.83,85,707.17,0.710277695948222,1.50936077749758
108,"B1",23,0.498108625085609,0.0326187603727533,6.54852350070171,2023-06-16 15:24:00,2023-06-17 11:05:00,1.3,65,708.7,0.31880631819593,1.0034794529717
109,"A2",23,1.34351986020744,0.122597446401871,9.12509372082841,2023-06-16 15:24:00,2023-06-17 11:05:00,5.13,93,704.87,1.0142215441604,2.29883446352142
110,"B2",23,0.300526250571267,0.00542273468960843,1.80441298532172,2023-06-16 15:24:00,2023-06-17 11:05:00,0.66,61,709.34,0.228709285691967,0.575389765190412
111,"B3",23,0.525328160617133,0.0259876377882995,4.94693407598221,2023-06-16 15:24:00,2023-06-17 11:05:00,1.65,70,708.35,0.354101957948145,1.31034522336779
